Source,Target,Weight,Decada,Pais,Genero
Tupac Shakur,Coldplay,1,1990,Nenhum,Nenhum
R. Kelly,Shania Twain,1,1990,Nenhum,Nenhum
R. Kelly,Tim McGraw,2,1990,United States,Nenhum
R. Kelly,Usher,3,1990,United States,R&B
R. Kelly,Green Day,2,1990,United States,Nenhum
R. Kelly,Backstreet Boys,2,1990,United States,Nenhum
R. Kelly,Shakira,1,1990,Nenhum,Nenhum
R. Kelly,Jay-Z,3,1990,United States,Hip-Hop
R. Kelly,Robbie Williams,1,1990,Nenhum,Nenhum
R. Kelly,Britney Spears,2,1990,United States,Nenhum
R. Kelly,Christina Aguilera,3,1990,United States,R&B
R. Kelly,The Black Eyed Peas,3,1990,United States,"Hip-Hop, R&B"
R. Kelly,Ayumi Hamasaki,1,1990,Nenhum,Nenhum
R. Kelly,Eminem,3,1990,United States,Hip-Hop
R. Kelly,Lil Wayne,3,1990,United States,Hip-Hop
R. Kelly,Coldplay,1,1990,Nenhum,Nenhum
Shania Twain,Tim McGraw,1,1990,Nenhum,Nenhum
Shania Twain,Usher,1,1990,Nenhum,Nenhum
Shania Twain,Green Day,1,1990,Nenhum,Nenhum
Shania Twain,Backstreet Boys,1,1990,Nenhum,Nenhum
Shania Twain,Shakira,1,1990,Nenhum,Nenhum
Shania Twain,Jay-Z,1,1990,Nenhum,Nenhum
Shania Twain,Robbie Williams,1,1990,Nenhum,Nenhum
Shania Twain,Britney Spears,1,1990,Nenhum,Nenhum
Shania Twain,Christina Aguilera,1,1990,Nenhum,Nenhum
Shania Twain,The Black Eyed Peas,1,1990,Nenhum,Nenhum
Shania Twain,Ayumi Hamasaki,1,1990,Nenhum,Nenhum
Shania Twain,Eminem,1,1990,Nenhum,Nenhum
Shania Twain,Lil Wayne,1,1990,Nenhum,Nenhum
Shania Twain,Coldplay,1,1990,Nenhum,Nenhum
Tim McGraw,Usher,2,1990,United States,Nenhum
Tim McGraw,Green Day,2,1990,United States,Nenhum
Tim McGraw,Backstreet Boys,2,1990,United States,Nenhum
Tim McGraw,Shakira,1,1990,Nenhum,Nenhum
Tim McGraw,Jay-Z,2,1990,United States,Nenhum
Tim McGraw,Robbie Williams,1,1990,Nenhum,Nenhum
Tim McGraw,Britney Spears,2,1990,United States,Nenhum
Tim McGraw,Christina Aguilera,2,1990,United States,Nenhum
Tim McGraw,The Black Eyed Peas,2,1990,United States,Nenhum
Tim McGraw,Ayumi Hamasaki,1,1990,Nenhum,Nenhum
Tim McGraw,Eminem,2,1990,United States,Nenhum
Tim McGraw,Lil Wayne,2,1990,United States,Nenhum
Tim McGraw,Coldplay,1,1990,Nenhum,Nenhum
Usher,Green Day,2,1990,United States,Nenhum
Usher,Backstreet Boys,3,1990,United States,Pop
Usher,Shakira,2,1990,Nenhum,Pop
Usher,Jay-Z,2,1990,United States,Nenhum
Usher,Robbie Williams,1,1990,Nenhum,Nenhum
Usher,Britney Spears,3,1990,United States,Pop
Usher,Christina Aguilera,3,1990,United States,"Pop, R&B"
Usher,The Black Eyed Peas,3,1990,United States,R&B
Usher,Ayumi Hamasaki,2,1990,Nenhum,Pop
Usher,Eminem,2,1990,United States,Nenhum
Usher,Lil Wayne,2,1990,United States,Nenhum
Usher,Coldplay,2,1990,Nenhum,Pop
Green Day,Backstreet Boys,2,1990,United States,Nenhum
Green Day,Shakira,1,1990,Nenhum,Nenhum
Green Day,Jay-Z,2,1990,United States,Nenhum
Green Day,Robbie Williams,1,1990,Nenhum,Nenhum
Green Day,Britney Spears,2,1990,United States,Nenhum
Green Day,Christina Aguilera,2,1990,United States,Nenhum
Green Day,The Black Eyed Peas,2,1990,United States,Nenhum
Green Day,Ayumi Hamasaki,1,1990,Nenhum,Nenhum
Green Day,Eminem,2,1990,United States,Nenhum
Green Day,Lil Wayne,2,1990,United States,Nenhum
Green Day,Coldplay,2,1990,Nenhum,Alternative Rock
Backstreet Boys,Shakira,2,1990,Nenhum,Pop
Backstreet Boys,Jay-Z,2,1990,United States,Nenhum
Backstreet Boys,Robbie Williams,1,1990,Nenhum,Nenhum
Backstreet Boys,Britney Spears,3,1990,United States,Pop
Backstreet Boys,Christina Aguilera,3,1990,United States,Pop
Backstreet Boys,The Black Eyed Peas,2,1990,United States,Nenhum
Backstreet Boys,Ayumi Hamasaki,2,1990,Nenhum,Pop
Backstreet Boys,Eminem,2,1990,United States,Nenhum
Backstreet Boys,Lil Wayne,2,1990,United States,Nenhum
Backstreet Boys,Coldplay,2,1990,Nenhum,Pop
Shakira,Jay-Z,1,1990,Nenhum,Nenhum
Shakira,Robbie Williams,2,1990,Nenhum,Pop Rock
Shakira,Britney Spears,2,1990,Nenhum,Pop
Shakira,Christina Aguilera,2,1990,Nenhum,Pop
Shakira,The Black Eyed Peas,1,1990,Nenhum,Nenhum
Shakira,Ayumi Hamasaki,2,1990,Nenhum,Pop
Shakira,Eminem,1,1990,Nenhum,Nenhum
Shakira,Lil Wayne,1,1990,Nenhum,Nenhum
Shakira,Coldplay,2,1990,Nenhum,"Pop Rock, Pop"
Jay-Z,Robbie Williams,1,1990,Nenhum,Nenhum
Jay-Z,Britney Spears,2,1990,United States,Nenhum
Jay-Z,Christina Aguilera,2,1990,United States,Nenhum
Jay-Z,The Black Eyed Peas,3,1990,United States,Hip-Hop
Jay-Z,Ayumi Hamasaki,1,1990,Nenhum,Nenhum
Jay-Z,Eminem,3,1990,United States,Hip-Hop
Jay-Z,Lil Wayne,3,1990,United States,Hip-Hop
Jay-Z,Coldplay,1,1990,Nenhum,Nenhum
Robbie Williams,Britney Spears,1,1990,Nenhum,Nenhum
Robbie Williams,Christina Aguilera,1,1990,Nenhum,Nenhum
Robbie Williams,The Black Eyed Peas,1,1990,Nenhum,Nenhum
Robbie Williams,Ayumi Hamasaki,1,1990,Nenhum,Nenhum
Robbie Williams,Eminem,1,1990,Nenhum,Nenhum
Robbie Williams,Lil Wayne,1,1990,Nenhum,Nenhum
Robbie Williams,Coldplay,3,1990,United Kingdom,Pop Rock
Britney Spears,Christina Aguilera,3,1990,United States,Pop
Britney Spears,The Black Eyed Peas,3,1990,United States,Dance
Britney Spears,Ayumi Hamasaki,2,1990,Nenhum,"Dance, Pop"
Britney Spears,Eminem,2,1990,United States,Nenhum
Britney Spears,Lil Wayne,2,1990,United States,Nenhum
Britney Spears,Coldplay,2,1990,Nenhum,Pop
Christina Aguilera,The Black Eyed Peas,3,1990,United States,R&B
Christina Aguilera,Ayumi Hamasaki,2,1990,Nenhum,Pop
Christina Aguilera,Eminem,2,1990,United States,Nenhum
Christina Aguilera,Lil Wayne,2,1990,United States,Nenhum
Christina Aguilera,Coldplay,2,1990,Nenhum,Pop
The Black Eyed Peas,Ayumi Hamasaki,2,1990,Nenhum,Dance
The Black Eyed Peas,Eminem,3,1990,United States,Hip-Hop
The Black Eyed Peas,Lil Wayne,3,1990,United States,Hip-Hop
The Black Eyed Peas,Coldplay,1,1990,Nenhum,Nenhum
Ayumi Hamasaki,Eminem,1,1990,Nenhum,Nenhum
Ayumi Hamasaki,Lil Wayne,1,1990,Nenhum,Nenhum
Ayumi Hamasaki,Coldplay,2,1990,Nenhum,Pop
Eminem,Lil Wayne,3,1990,United States,Hip-Hop
Eminem,Coldplay,1,1990,Nenhum,Nenhum
Lil Wayne,Coldplay,1,1990,Nenhum,Nenhum
