Source,Target,Weight,Decada,Pais,Genero
Kiss,Dire Straits,1,1970,Nenhum,Nenhum
Kiss,Van Halen,3,1970,United States,"Hard Rock, Heavy Metal"
Kiss,The Police,1,1970,Nenhum,Nenhum
Kiss,Def Leppard,2,1970,Nenhum,"Hard Rock, Heavy Metal"
Kiss,Bryan Adams,1,1970,Nenhum,Nenhum
AC/DC,Journey,1,1970,Nenhum,Nenhum
AC/DC,Kenny Rogers,1,1970,Nenhum,Nenhum
AC/DC,Bob Marley,1,1970,Nenhum,Nenhum
AC/DC,Foreigner,2,1970,Nenhum,Hard Rock
AC/DC,Meat Loaf,2,1970,Nenhum,Hard Rock
AC/DC,Tom Petty,1,1970,Nenhum,Nenhum
AC/DC,Prince,1,1970,Nenhum,Nenhum
AC/DC,Dire Straits,1,1970,Nenhum,Nenhum
AC/DC,Van Halen,2,1970,Nenhum,Hard Rock
AC/DC,The Police,1,1970,Nenhum,Nenhum
AC/DC,Def Leppard,2,1970,Nenhum,Hard Rock
AC/DC,Bryan Adams,1,1970,Nenhum,Nenhum
Journey,Kenny Rogers,2,1970,United States,Nenhum
Journey,Bob Marley,1,1970,Nenhum,Nenhum
Journey,Foreigner,3,1970,United States,Rock
Journey,Meat Loaf,3,1970,United States,Rock
Journey,Tom Petty,3,1970,United States,Rock
Journey,Prince,3,1970,United States,Rock
Journey,Dire Straits,2,1970,Nenhum,Rock
Journey,Van Halen,2,1970,United States,Nenhum
Journey,The Police,2,1970,Nenhum,Rock
Journey,Def Leppard,1,1970,Nenhum,Nenhum
Journey,Bryan Adams,2,1970,Nenhum,Rock
Kenny Rogers,Bob Marley,1,1970,Nenhum,Nenhum
Kenny Rogers,Foreigner,2,1970,United States,Nenhum
Kenny Rogers,Meat Loaf,2,1970,United States,Nenhum
Kenny Rogers,Tom Petty,2,1970,United States,Nenhum
Kenny Rogers,Prince,3,1970,United States,Pop
Kenny Rogers,Dire Straits,1,1970,Nenhum,Nenhum
Kenny Rogers,Van Halen,2,1970,United States,Nenhum
Kenny Rogers,The Police,2,1970,Nenhum,Pop
Kenny Rogers,Def Leppard,1,1970,Nenhum,Nenhum
Kenny Rogers,Bryan Adams,1,1970,Nenhum,Nenhum
Bob Marley,Foreigner,1,1970,Nenhum,Nenhum
Bob Marley,Meat Loaf,1,1970,Nenhum,Nenhum
Bob Marley,Tom Petty,1,1970,Nenhum,Nenhum
Bob Marley,Prince,1,1970,Nenhum,Nenhum
Bob Marley,Dire Straits,1,1970,Nenhum,Nenhum
Bob Marley,Van Halen,1,1970,Nenhum,Nenhum
Bob Marley,The Police,1,1970,Nenhum,Nenhum
Bob Marley,Def Leppard,1,1970,Nenhum,Nenhum
Bob Marley,Bryan Adams,1,1970,Nenhum,Nenhum
Foreigner,Meat Loaf,3,1970,United States,"Rock, Hard Rock"
Foreigner,Tom Petty,3,1970,United States,Rock
Foreigner,Prince,3,1970,United States,Rock
Foreigner,Dire Straits,3,1970,United Kingdom,Rock
Foreigner,Van Halen,3,1970,United States,Hard Rock
Foreigner,The Police,3,1970,United Kingdom,Rock
Foreigner,Def Leppard,3,1970,United Kingdom,Hard Rock
Foreigner,Bryan Adams,2,1970,Nenhum,Rock
Meat Loaf,Tom Petty,3,1970,United States,Rock
Meat Loaf,Prince,3,1970,United States,Rock
Meat Loaf,Dire Straits,2,1970,Nenhum,Rock
Meat Loaf,Van Halen,3,1970,United States,Hard Rock
Meat Loaf,The Police,2,1970,Nenhum,Rock
Meat Loaf,Def Leppard,2,1970,Nenhum,Hard Rock
Meat Loaf,Bryan Adams,2,1970,Nenhum,Rock
Tom Petty,Prince,3,1970,United States,Rock
Tom Petty,Dire Straits,2,1970,Nenhum,Rock
Tom Petty,Van Halen,2,1970,United States,Nenhum
Tom Petty,The Police,2,1970,Nenhum,Rock
Tom Petty,Def Leppard,1,1970,Nenhum,Nenhum
Tom Petty,Bryan Adams,2,1970,Nenhum,Rock
Prince,Dire Straits,2,1970,Nenhum,Rock
Prince,Van Halen,2,1970,United States,Nenhum
Prince,The Police,2,1970,Nenhum,"Pop, Rock"
Prince,Def Leppard,1,1970,Nenhum,Nenhum
Prince,Bryan Adams,2,1970,Nenhum,Rock
Dire Straits,Van Halen,1,1970,Nenhum,Nenhum
Dire Straits,The Police,3,1970,United Kingdom,Rock
Dire Straits,Def Leppard,2,1970,United Kingdom,Nenhum
Dire Straits,Bryan Adams,2,1970,Nenhum,Rock
Van Halen,The Police,1,1970,Nenhum,Nenhum
Van Halen,Def Leppard,2,1970,Nenhum,"Hard Rock, Heavy Metal"
Van Halen,Bryan Adams,1,1970,Nenhum,Nenhum
The Police,Def Leppard,2,1970,United Kingdom,Nenhum
The Police,Bryan Adams,2,1970,Nenhum,Rock
Def Leppard,Bryan Adams,1,1970,Nenhum,Nenhum
